Format,Metric,Year,Number of Records,Value (Actual)
Download Music Video,Value,1975-01-01,1,29.266338245
Download Music Video,Value,1976-01-01,1,29.266338245
Download Music Video,Value,1977-01-01,1,29.266338245
Download Music Video,Value,1978-01-01,1,29.266338245
Download Music Video,Value,1979-01-01,1,29.266338245
Download Music Video,Value,1980-01-01,1,29.266338245
Download Music Video,Value,1981-01-01,1,29.266338245
Download Music Video,Value,1982-01-01,1,29.266338245
Download Music Video,Value,1983-01-01,1,29.266338245
Download Music Video,Value,1984-01-01,1,29.266338245
Download Music Video,Value,1985-01-01,1,29.266338245
Download Music Video,Value,1986-01-01,1,29.266338245
Download Music Video,Value,1987-01-01,1,29.266338245
Download Music Video,Value,1988-01-01,1,29.266338245
Download Music Video,Value,1989-01-01,1,29.266338245
Download Music Video,Value,1990-01-01,1,29.266338245
Download Music Video,Value,1991-01-01,1,29.266338245
Download Music Video,Value,1992-01-01,1,29.266338245
Download Music Video,Value,1993-01-01,1,29.266338245
Download Music Video,Value,1994-01-01,1,29.266338245
Download Music Video,Value,1995-01-01,1,29.266338245
Download Music Video,Value,1996-01-01,1,29.266338245
Download Music Video,Value,1997-01-01,1,29.266338245
Download Music Video,Value,1998-01-01,1,29.266338245
Download Music Video,Value,1999-01-01,1,29.266338245
Download Music Video,Value,2000-01-01,1,29.266338245
Download Music Video,Value,2001-01-01,1,29.266338245
Download Music Video,Value,2002-01-01,1,29.266338245
Download Music Video,Value,2003-01-01,1,29.266338245
Download Music Video,Value,2004-01-01,1,29.266338245
Download Music Video,Value,2005-01-01,1,3.7
Download Music Video,Value,2006-01-01,1,19.7
Download Music Video,Value,2007-01-01,1,28.2
Download Music Video,Value,2008-01-01,1,41.3
Download Music Video,Value,2009-01-01,1,40.9
Download Music Video,Value,2010-01-01,1,36.6
Download Music Video,Value,2011-01-01,1,32.4
Download Music Video,Value,2012-01-01,1,20.842242
Download Music Video,Value,2013-01-01,1,16.740803
Download Music Video,Value,2014-01-01,1,13.577058
Download Music Video,Value,2015-01-01,1,6.414419
Download Music Video,Value,2016-01-01,1,4.26940012
Download Music Video,Value,2017-01-01,1,2.785780489
Download Music Video,Value,2018-01-01,1,2.2208106
Download Music Video,Value,2019-01-01,1,1.858910402
Download Single,Value,1973-01-01,1,29.266338245
Download Single,Value,1974-01-01,1,29.266338245
Download Single,Value,1975-01-01,1,29.266338245
Download Single,Value,1976-01-01,1,29.266338245
Download Single,Value,1977-01-01,1,29.266338245
Download Single,Value,1978-01-01,1,29.266338245
Download Single,Value,1979-01-01,1,29.266338245
Download Single,Value,1980-01-01,1,29.266338245
Download Single,Value,1981-01-01,1,29.266338245
Download Single,Value,1982-01-01,1,29.266338245
Download Single,Value,1983-01-01,1,29.266338245
Download Single,Value,1984-01-01,1,29.266338245
Download Single,Value,1985-01-01,1,29.266338245
Download Single,Value,1986-01-01,1,29.266338245
Download Single,Value,1987-01-01,1,29.266338245
Download Single,Value,1988-01-01,1,29.266338245
Download Single,Value,1989-01-01,1,29.266338245
Download Single,Value,1990-01-01,1,29.266338245
Download Single,Value,1991-01-01,1,29.266338245
Download Single,Value,1992-01-01,1,29.266338245
Download Single,Value,1993-01-01,1,29.266338245
Download Single,Value,1994-01-01,1,29.266338245
Download Single,Value,1995-01-01,1,29.266338245
Download Single,Value,1996-01-01,1,29.266338245
Download Single,Value,1997-01-01,1,29.266338245
Download Single,Value,1998-01-01,1,29.266338245
Download Single,Value,1999-01-01,1,29.266338245
Download Single,Value,2000-01-01,1,29.266338245
Download Single,Value,2001-01-01,1,29.266338245
Download Single,Value,2002-01-01,1,29.266338245
Download Single,Value,2003-01-01,1,29.266338245
Download Single,Value,2004-01-01,1,138.0
Download Single,Value,2005-01-01,1,363.3
Download Single,Value,2006-01-01,1,580.6
Download Single,Value,2007-01-01,1,811.0
Download Single,Value,2008-01-01,1,29.266338245
Download Single,Value,2009-01-01,1,29.266338245
Download Single,Value,2010-01-01,1,29.266338245
Download Single,Value,2011-01-01,1,29.266338245
Download Single,Value,2012-01-01,1,29.266338245
Download Single,Value,2013-01-01,1,29.266338245
Download Single,Value,2014-01-01,1,29.266338245
Download Single,Value,2015-01-01,1,29.266338245
Download Single,Value,2016-01-01,1,900.1814811
Download Single,Value,2017-01-01,1,678.5248883
Download Single,Value,2018-01-01,1,490.4304887
Download Single,Value,2019-01-01,1,414.804251
Kiosk,Value,1973-01-01,1,29.266338245
Kiosk,Value,1974-01-01,1,29.266338245
Kiosk,Value,1975-01-01,1,29.266338245
Kiosk,Value,1976-01-01,1,29.266338245
Kiosk,Value,1977-01-01,1,29.266338245
Kiosk,Value,1978-01-01,1,29.266338245
Kiosk,Value,1979-01-01,1,29.266338245
Kiosk,Value,1980-01-01,1,29.266338245
Kiosk,Value,1981-01-01,1,29.266338245
Kiosk,Value,1982-01-01,1,29.266338245
Kiosk,Value,1983-01-01,1,29.266338245
Kiosk,Value,1984-01-01,1,29.266338245
Kiosk,Value,1985-01-01,1,29.266338245
Kiosk,Value,1986-01-01,1,29.266338245
Kiosk,Value,1987-01-01,1,29.266338245
Kiosk,Value,1988-01-01,1,29.266338245
Kiosk,Value,1989-01-01,1,29.266338245
Kiosk,Value,1990-01-01,1,29.266338245
Kiosk,Value,1991-01-01,1,29.266338245
Kiosk,Value,1992-01-01,1,29.266338245
Kiosk,Value,1993-01-01,1,29.266338245
Kiosk,Value,1994-01-01,1,29.266338245
Kiosk,Value,1995-01-01,1,29.266338245
Kiosk,Value,1996-01-01,1,29.266338245
Kiosk,Value,1997-01-01,1,29.266338245
Kiosk,Value,1998-01-01,1,29.266338245
Kiosk,Value,1999-01-01,1,29.266338245
Kiosk,Value,2000-01-01,1,29.266338245
Kiosk,Value,2001-01-01,1,29.266338245
Kiosk,Value,2002-01-01,1,29.266338245
Kiosk,Value,2003-01-01,1,29.266338245
Kiosk,Value,2004-01-01,1,29.266338245
Kiosk,Value,2005-01-01,1,1.0
Kiosk,Value,2006-01-01,1,1.9
Kiosk,Value,2007-01-01,1,2.6
Kiosk,Value,2008-01-01,1,2.6
Kiosk,Value,2009-01-01,1,6.3
Kiosk,Value,2010-01-01,1,6.4
Kiosk,Value,2011-01-01,1,2.7
Kiosk,Value,2012-01-01,1,3.654065
Kiosk,Value,2013-01-01,1,6.183604
Kiosk,Value,2014-01-01,1,2.582636
Kiosk,Value,2015-01-01,1,3.700455
Kiosk,Value,2016-01-01,1,2.943916801
Kiosk,Value,2017-01-01,1,2.25474315
Kiosk,Value,2018-01-01,1,1.965045799
Kiosk,Value,2019-01-01,1,1.586470587
LP/EP,Value,1973-01-01,1,29.266338245
LP/EP,Value,1974-01-01,1,29.266338245
LP/EP,Value,1975-01-01,1,29.266338245
LP/EP,Value,1976-01-01,1,29.266338245
LP/EP,Value,1977-01-01,1,29.266338245
LP/EP,Value,1978-01-01,1,29.266338245
LP/EP,Value,1979-01-01,1,29.266338245
LP/EP,Value,1980-01-01,1,29.266338245
LP/EP,Value,1981-01-01,1,29.266338245
LP/EP,Value,1982-01-01,1,29.266338245
LP/EP,Value,1983-01-01,1,29.266338245
LP/EP,Value,1984-01-01,1,29.266338245
LP/EP,Value,1985-01-01,1,29.266338245
LP/EP,Value,1986-01-01,1,983.0
LP/EP,Value,1987-01-01,1,793.1
LP/EP,Value,1988-01-01,1,532.2
LP/EP,Value,1989-01-01,1,220.3
LP/EP,Value,1990-01-01,1,86.5
LP/EP,Value,1991-01-01,1,29.4
LP/EP,Value,1992-01-01,1,13.5
LP/EP,Value,1993-01-01,1,10.6
LP/EP,Value,1994-01-01,1,17.8
LP/EP,Value,1995-01-01,1,25.1
LP/EP,Value,1996-01-01,1,36.8
LP/EP,Value,1997-01-01,1,33.3
LP/EP,Value,1998-01-01,1,34.0
LP/EP,Value,1999-01-01,1,31.8
LP/EP,Value,2000-01-01,1,27.7
LP/EP,Value,2001-01-01,1,27.4
LP/EP,Value,2002-01-01,1,20.5
LP/EP,Value,2003-01-01,1,21.7
LP/EP,Value,2004-01-01,1,19.3
LP/EP,Value,2005-01-01,1,14.2
LP/EP,Value,2006-01-01,1,15.7
LP/EP,Value,2007-01-01,1,22.9
LP/EP,Value,2008-01-01,1,56.7
LP/EP,Value,2009-01-01,1,63.8
LP/EP,Value,2010-01-01,1,88.9
LP/EP,Value,2011-01-01,1,119.4
LP/EP,Value,2012-01-01,1,160.7230583
LP/EP,Value,2013-01-01,1,210.739051
LP/EP,Value,2014-01-01,1,243.8468483
LP/EP,Value,2015-01-01,1,333.3797931
LP/EP,Value,2016-01-01,1,355.430891
LP/EP,Value,2017-01-01,1,388.5111082
LP/EP,Value,2018-01-01,1,419.223947
LP/EP,Value,2019-01-01,1,497.5889208
Limited Tier Paid Subscription,Value,1973-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1974-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1975-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1976-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1977-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1978-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1979-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1980-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1981-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1982-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1983-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1984-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1985-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1986-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1987-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1988-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1989-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1990-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1991-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1992-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1993-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1994-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1995-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1996-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1997-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1998-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,1999-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2000-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2001-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2002-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2003-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2004-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2005-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2006-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2007-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2008-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2009-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2010-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2011-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2012-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2013-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2014-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2015-01-01,1,29.266338245
Limited Tier Paid Subscription,Value,2016-01-01,1,263.3636852
Limited Tier Paid Subscription,Value,2017-01-01,1,591.6010975
Limited Tier Paid Subscription,Value,2018-01-01,1,747.0549062
Limited Tier Paid Subscription,Value,2019-01-01,1,829.4987397
Music Video (Physical),Value,1973-01-01,1,29.266338245
Music Video (Physical),Value,1974-01-01,1,29.266338245
Music Video (Physical),Value,1975-01-01,1,29.266338245
Music Video (Physical),Value,1976-01-01,1,29.266338245
Music Video (Physical),Value,1977-01-01,1,29.266338245
Music Video (Physical),Value,1978-01-01,1,29.266338245
Music Video (Physical),Value,1979-01-01,1,29.266338245
Music Video (Physical),Value,1980-01-01,1,29.266338245
Music Video (Physical),Value,1981-01-01,1,29.266338245
Music Video (Physical),Value,1982-01-01,1,29.266338245
Music Video (Physical),Value,1983-01-01,1,29.266338245
Music Video (Physical),Value,1984-01-01,1,29.266338245
Music Video (Physical),Value,1985-01-01,1,29.266338245
Music Video (Physical),Value,1986-01-01,1,29.266338245
Music Video (Physical),Value,1987-01-01,1,29.266338245
Music Video (Physical),Value,1988-01-01,1,29.266338245
Music Video (Physical),Value,1989-01-01,1,115.4
Music Video (Physical),Value,1990-01-01,1,172.3
Music Video (Physical),Value,1991-01-01,1,118.1
Music Video (Physical),Value,1992-01-01,1,157.4
Music Video (Physical),Value,1993-01-01,1,213.3
Music Video (Physical),Value,1994-01-01,1,231.1
Music Video (Physical),Value,1995-01-01,1,220.3
Music Video (Physical),Value,1996-01-01,1,236.1
Music Video (Physical),Value,1997-01-01,1,323.9
Music Video (Physical),Value,1998-01-01,1,508.0
Music Video (Physical),Value,1999-01-01,1,376.7
Music Video (Physical),Value,2000-01-01,1,281.9
Music Video (Physical),Value,2001-01-01,1,329.2
Music Video (Physical),Value,2002-01-01,1,288.4
Music Video (Physical),Value,2003-01-01,1,399.9
Music Video (Physical),Value,2004-01-01,1,607.2
Music Video (Physical),Value,2005-01-01,1,602.2
Music Video (Physical),Value,2006-01-01,1,451.1
Music Video (Physical),Value,2007-01-01,1,484.9
Music Video (Physical),Value,2008-01-01,1,227.3
Music Video (Physical),Value,2009-01-01,1,209.6
Music Video (Physical),Value,2010-01-01,1,177.6
Music Video (Physical),Value,2011-01-01,1,151.0
Music Video (Physical),Value,2012-01-01,1,116.6136546
Music Video (Physical),Value,2013-01-01,1,106.2831378
Music Video (Physical),Value,2014-01-01,1,89.70557988
Music Video (Physical),Value,2015-01-01,1,70.43436396
Music Video (Physical),Value,2016-01-01,1,56.92290281
Music Video (Physical),Value,2017-01-01,1,38.619447
Music Video (Physical),Value,2018-01-01,1,27.5612603
Music Video (Physical),Value,2019-01-01,1,27.70524678
On-Demand Streaming (Ad-Supported),Value,1973-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1974-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1975-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1976-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1977-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1978-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1979-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1980-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1981-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1982-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1983-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1984-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1985-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1986-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1987-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1988-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1989-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1990-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1991-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1992-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1993-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1994-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1995-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1996-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1997-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1998-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,1999-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2000-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2001-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2002-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2003-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2004-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2005-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2006-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2007-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2008-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2009-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2010-01-01,1,29.266338245
On-Demand Streaming (Ad-Supported),Value,2011-01-01,1,113.8
On-Demand Streaming (Ad-Supported),Value,2012-01-01,1,170.9354084
On-Demand Streaming (Ad-Supported),Value,2013-01-01,1,220.8735445
On-Demand Streaming (Ad-Supported),Value,2014-01-01,1,283.7934094
On-Demand Streaming (Ad-Supported),Value,2015-01-01,1,371.9903964
On-Demand Streaming (Ad-Supported),Value,2016-01-01,1,489.3776076
On-Demand Streaming (Ad-Supported),Value,2017-01-01,1,658.6064926
On-Demand Streaming (Ad-Supported),Value,2018-01-01,1,759.5323682
On-Demand Streaming (Ad-Supported),Value,2019-01-01,1,908.1493305
Other Ad-Supported Streaming,Value,1973-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1974-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1975-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1976-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1977-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1978-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1979-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1980-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1981-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1982-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1983-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1984-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1985-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1986-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1987-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1988-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1989-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1990-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1991-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1992-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1993-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1994-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1995-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1996-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1997-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1998-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,1999-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2000-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2001-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2002-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2003-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2004-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2005-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2006-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2007-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2008-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2009-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2010-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2011-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2012-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2013-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2014-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2015-01-01,1,29.266338245
Other Ad-Supported Streaming,Value,2016-01-01,1,81.26086562
Other Ad-Supported Streaming,Value,2017-01-01,1,261.786859
Other Ad-Supported Streaming,Value,2018-01-01,1,251.4119188
Other Ad-Supported Streaming,Value,2019-01-01,1,251.0647101
Other Digital,Value,1973-01-01,1,29.266338245
Other Digital,Value,1974-01-01,1,29.266338245
Other Digital,Value,1975-01-01,1,29.266338245
Other Digital,Value,1976-01-01,1,29.266338245
Other Digital,Value,1977-01-01,1,29.266338245
Other Digital,Value,1978-01-01,1,29.266338245
Other Digital,Value,1979-01-01,1,29.266338245
Other Digital,Value,1980-01-01,1,29.266338245
Other Digital,Value,1981-01-01,1,29.266338245
Other Digital,Value,1982-01-01,1,29.266338245
Other Digital,Value,1983-01-01,1,29.266338245
Other Digital,Value,1984-01-01,1,29.266338245
Other Digital,Value,1985-01-01,1,29.266338245
Other Digital,Value,1986-01-01,1,29.266338245
Other Digital,Value,1987-01-01,1,29.266338245
Other Digital,Value,1988-01-01,1,29.266338245
Other Digital,Value,1989-01-01,1,29.266338245
Other Digital,Value,1990-01-01,1,29.266338245
Other Digital,Value,1991-01-01,1,29.266338245
Other Digital,Value,1992-01-01,1,29.266338245
Other Digital,Value,1993-01-01,1,29.266338245
Other Digital,Value,1994-01-01,1,29.266338245
Other Digital,Value,1995-01-01,1,29.266338245
Other Digital,Value,1996-01-01,1,29.266338245
Other Digital,Value,1997-01-01,1,29.266338245
Other Digital,Value,1998-01-01,1,29.266338245
Other Digital,Value,1999-01-01,1,29.266338245
Other Digital,Value,2000-01-01,1,29.266338245
Other Digital,Value,2001-01-01,1,29.266338245
Other Digital,Value,2002-01-01,1,29.266338245
Other Digital,Value,2003-01-01,1,29.266338245
Other Digital,Value,2004-01-01,1,29.266338245
Other Digital,Value,2005-01-01,1,29.266338245
Other Digital,Value,2006-01-01,1,29.266338245
Other Digital,Value,2007-01-01,1,29.266338245
Other Digital,Value,2008-01-01,1,29.266338245
Other Digital,Value,2009-01-01,1,29.266338245
Other Digital,Value,2010-01-01,1,29.266338245
Other Digital,Value,2011-01-01,1,29.266338245
Other Digital,Value,2012-01-01,1,29.266338245
Other Digital,Value,2013-01-01,1,29.266338245
Other Digital,Value,2014-01-01,1,29.266338245
Other Digital,Value,2015-01-01,1,29.266338245
Other Digital,Value,2016-01-01,1,17.14166287
Other Digital,Value,2017-01-01,1,16.88510987
Other Digital,Value,2018-01-01,1,19.83957487
Other Digital,Value,2019-01-01,1,21.51717501
Other Tapes,Value,1973-01-01,1,15.6
Other Tapes,Value,1974-01-01,1,13.3
Other Tapes,Value,1975-01-01,1,10.2
Other Tapes,Value,1976-01-01,1,5.1
Other Tapes,Value,1977-01-01,1,29.266338245
Other Tapes,Value,1978-01-01,1,29.266338245
Other Tapes,Value,1979-01-01,1,29.266338245
Other Tapes,Value,1980-01-01,1,29.266338245
Other Tapes,Value,1981-01-01,1,29.266338245
Other Tapes,Value,1982-01-01,1,29.266338245
Other Tapes,Value,1983-01-01,1,29.266338245
Other Tapes,Value,1984-01-01,1,29.266338245
Other Tapes,Value,1985-01-01,1,29.266338245
Other Tapes,Value,1986-01-01,1,29.266338245
Other Tapes,Value,1987-01-01,1,29.266338245
Other Tapes,Value,1988-01-01,1,29.266338245
Other Tapes,Value,1989-01-01,1,29.266338245
Other Tapes,Value,1990-01-01,1,29.266338245
Other Tapes,Value,1991-01-01,1,29.266338245
Other Tapes,Value,1992-01-01,1,29.266338245
Other Tapes,Value,1993-01-01,1,29.266338245
Other Tapes,Value,1994-01-01,1,29.266338245
Other Tapes,Value,1995-01-01,1,29.266338245
Other Tapes,Value,1996-01-01,1,29.266338245
Other Tapes,Value,1997-01-01,1,29.266338245
Other Tapes,Value,1998-01-01,1,29.266338245
Other Tapes,Value,1999-01-01,1,29.266338245
Other Tapes,Value,2000-01-01,1,29.266338245
Other Tapes,Value,2001-01-01,1,29.266338245
Other Tapes,Value,2002-01-01,1,29.266338245
Other Tapes,Value,2003-01-01,1,29.266338245
Other Tapes,Value,2004-01-01,1,29.266338245
Other Tapes,Value,2005-01-01,1,29.266338245
Other Tapes,Value,2006-01-01,1,29.266338245
Other Tapes,Value,2007-01-01,1,29.266338245
Other Tapes,Value,2008-01-01,1,29.266338245
Other Tapes,Value,2009-01-01,1,29.266338245
Other Tapes,Value,2010-01-01,1,29.266338245
Other Tapes,Value,2011-01-01,1,29.266338245
Other Tapes,Value,2012-01-01,1,29.266338245
Other Tapes,Value,2013-01-01,1,29.266338245
Other Tapes,Value,2014-01-01,1,29.266338245
Other Tapes,Value,2015-01-01,1,29.266338245
Other Tapes,Value,2016-01-01,1,29.266338245
Other Tapes,Value,2017-01-01,1,29.266338245
Other Tapes,Value,2018-01-01,1,29.266338245
Other Tapes,Value,2019-01-01,1,29.266338245
Paid Subscription,Value,1973-01-01,1,29.266338245
Paid Subscription,Value,1974-01-01,1,29.266338245
Paid Subscription,Value,1975-01-01,1,29.266338245
Paid Subscription,Value,1976-01-01,1,29.266338245
Paid Subscription,Value,1977-01-01,1,29.266338245
Paid Subscription,Value,1978-01-01,1,29.266338245
Paid Subscription,Value,1979-01-01,1,29.266338245
Paid Subscription,Value,1980-01-01,1,29.266338245
Paid Subscription,Value,1981-01-01,1,29.266338245
Paid Subscription,Value,1982-01-01,1,29.266338245
Paid Subscription,Value,1983-01-01,1,29.266338245
Paid Subscription,Value,1984-01-01,1,29.266338245
Paid Subscription,Value,1985-01-01,1,29.266338245
Paid Subscription,Value,1986-01-01,1,29.266338245
Paid Subscription,Value,1987-01-01,1,29.266338245
Paid Subscription,Value,1988-01-01,1,29.266338245
Paid Subscription,Value,1989-01-01,1,29.266338245
Paid Subscription,Value,1990-01-01,1,29.266338245
Paid Subscription,Value,1991-01-01,1,29.266338245
Paid Subscription,Value,1992-01-01,1,29.266338245
Paid Subscription,Value,1993-01-01,1,29.266338245
Paid Subscription,Value,1994-01-01,1,29.266338245
Paid Subscription,Value,1995-01-01,1,29.266338245
Paid Subscription,Value,1996-01-01,1,29.266338245
Paid Subscription,Value,1997-01-01,1,29.266338245
Paid Subscription,Value,1998-01-01,1,29.266338245
Paid Subscription,Value,1999-01-01,1,29.266338245
Paid Subscription,Value,2000-01-01,1,29.266338245
Paid Subscription,Value,2001-01-01,1,29.266338245
Paid Subscription,Value,2002-01-01,1,29.266338245
Paid Subscription,Value,2003-01-01,1,29.266338245
Paid Subscription,Value,2004-01-01,1,29.266338245
Paid Subscription,Value,2005-01-01,1,149.2
Paid Subscription,Value,2006-01-01,1,206.2
Paid Subscription,Value,2007-01-01,1,234.0
Paid Subscription,Value,2008-01-01,1,221.4
Paid Subscription,Value,2009-01-01,1,206.2
Paid Subscription,Value,2010-01-01,1,212.4
Paid Subscription,Value,2011-01-01,1,247.8
Paid Subscription,Value,2012-01-01,1,399.8825311
Paid Subscription,Value,2013-01-01,1,643.3242888
Paid Subscription,Value,2014-01-01,1,770.2705591
Paid Subscription,Value,2015-01-01,1,29.266338245
Paid Subscription,Value,2016-01-01,1,29.266338245
Paid Subscription,Value,2017-01-01,1,29.266338245
Paid Subscription,Value,2018-01-01,1,29.266338245
Paid Subscription,Value,2019-01-01,1,29.266338245
Ringtones & Ringbacks,Value,1973-01-01,1,29.266338245
Ringtones & Ringbacks,Value,1974-01-01,1,29.266338245
Ringtones & Ringbacks,Value,1975-01-01,1,29.266338245
Ringtones & Ringbacks,Value,1976-01-01,1,29.266338245
Ringtones & Ringbacks,Value,1977-01-01,1,29.266338245
Ringtones & Ringbacks,Value,1978-01-01,1,29.266338245
